IM.number,IM.name,IM.details,IM.narrative,IM.funding,youth,fp.rh,peace.security,democracy.humanrights.gov,health,edu.socialservices,eco.growth,human.ass,prog.dev.oversight
107399,Resilient Coastal Communities\n,"\n107399\nImplementing Mechanism Name:\nResilient Coastal Communities\nPrime Partner:\nTo be Determined - Unknown\nAward Number:\nTo be Determined\nImplementing Mechanism Type:\nDirect Grant/Cooperative Agreement\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$5,000,000\nStart Date:\n03/30/2022\nEnd Date:\n03/29/2027\nTotal Estimated Cost:\n$23,344,000\n","\nThe Resilient Coastal Communities (RCC) activity is a new five-year cross-sectoral investment that aims to build resilience in highly vulnerable coastal communities south of Pemba in Cabo Delgado Province, and north of Maganga da Costa in Zambézia Province. The RCC activity will blend Biodiversity and Feed the Future resources (possibly including other funding sources to be determined), to improve the resilience of coastal communities with rich, yet fragile land and marine ecosystems at risk of climatic shocks and human-inflicted degradation. Activities will include conservation of coastal and marine ecosystems (e.g., mangroves, seagrasses, coral reefs) and important fish habitats to support improved climate resilience, fisheries management (e.g., community-managed no off-take zones), food security, private sector development and job creation, and sustainable livelihoods. The Implementing Partner(s) for the RCC activity will work across public, private, civil society, and religious institution stakeholders to identify and promote improved resilience of households, communities, and regional systems. The activity will focus on increasing skills and employment opportunities for youth to improve livelihoods and reduce pressures on natural resources. There is growing evidence of ongoing recruitment from coastal communities in this region by groups engaged in violent extremism in Cabo Delgado, which is exacerbated by extensive poverty in these coastal communities. The activity will support sustainable economic opportunities for large numbers of people, particularly for youth and women, while having positive impacts on areas of highly biodiverse marine ecosystems.\n \n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nEG.3.2 Agriculture Sector Capacity\nDA\nICS 08/15/2018 2.1\nNot Applicable\n$3,000,000\n-\n$3,000,000\nEG.10.2 Biodiversity\nDA\nICS 08/15/2018 2.1\nNot Applicable\n$1,000,000\n-\n$1,000,000\nEG.11.3 Climate-resilient Practices\nDA\nICS 08/15/2018 2.1\nNot Applicable\n$1,000,000\n-\n$1,000,000\nTOTAL\n$5,000,000\n-\n$5,000,000\n",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
107400,Resilient Gorongosa\n,"\n107400\nImplementing Mechanism Name:\nResilient Gorongosa\nPrime Partner:\nTo be Determined –Not in SAM, Carr Foundation\nAward Number:\n72065620CA00003\nImplementing Mechanism Type:\nDirect Grant/Cooperative Agreement\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$3,975,000\nStart Date:\n04/13/2020\nEnd Date:\n04/12/2025\nTotal Estimated Cost:\n$19,990,000\n","\nCentered in post-conflict and post-cyclone areas of Sofala Province, Resilient Gorongosa will use FY 2021 funding to contribute to economic growth, health, peace and security, and resilience objectives. Resilient Gorongosa is a Global Development Alliance to achieve nature-based economic growth and conservation in the Gorongosa landscape. Since 2008, USAID has invested $20 million, (matched by American philanthropist Greg Carr), toward the conservation and development of Gorongosa National Park. By reintroducing key species lost during the civil war, enforcing conservation laws, and improving livelihoods, the Gorongosa Project has restored wildlife populations and changed the perception of the park among neighboring communities. Under a 25-year strategic public-private co-management agreement, the activity will: restore and protect natural capital (forests, water, wildlife) for tourism and ecosystem services; strengthen conservation enterprises that reinvest profits into the project; expand access to education, health, and water services, particularly for women and girls. The activity will scale successful approaches, to include: positive youth development for girls; Youth and Teacher Clubs; and Model Moms, traditional birth attendants, and community health extensionists. Through technical assistance, training, community outreach, and the procurement of equipment and supplies, the activity will strengthen conservation science and community-based natural resources management; forest ranger capability to arrest illegal loggers and poachers; adolescent numeracy, literacy and life skills, particularly for girls; farmers’ access to buyers and suppliers; family planning, maternal and child health, and nutrition services; and improved access to and management of water supply and sanitation. Sustainable coffee production on Mount Gorongosa and cashew farming will support localized disarmament, demobilization and reintegration of former combatants and their families.\n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nHL.6.1 Birth Preparedness and Maternity Services\nGHP-USAID\nICS 08/15/2018 2.1\nNot Applicable\n$100,000\n-\n$100,000\nHL.6.3 Newborn Care and Treatment\nGHP-USAID\nICS 08/15/2018 2.1\nNot Applicable\n$125,000\n-\n$125,000\nHL.7.1 Service Delivery\nGHP-USAID\nICS 08/15/2018 2.1\nNot Applicable\n$100,000\n-\n$100,000\nHL.7.2 Communication and Knowledge Management (FP/RH)\nGHP-USAID\nICS 08/15/2018 2.1\nNot Applicable\n$100,000\n-\n$100,000\nHL.8.1 Safe Water Access\nDA\nICS 08/15/2018 2.1\nNot Applicable\n$200,000\n-\n$200,000\nHL.9.3 Nutrition Enabling Environment and Capacity\nGHP-USAID\nICS 08/15/2018 2.1\nNot Applicable\n$75,000\n-\n$75,000\nES.1.2 Primary Education\nDA\nICS 08/15/2018 2.1\nNot Applicable\n$500,000\n-\n$500,000\nEG.3.2 Agriculture Sector Capacity\nDA\nICS 08/15/2018 2.1\nNot Applicable\n$1,000,000\n-\n$1,000,000\nEG.10.2 Biodiversity\nDA\nICS 08/15/2018 2.1\nNot Applicable\n$1,775,000\n-\n$1,775,000\nTOTAL\n$3,975,000\n-\n$3,975,000\n",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
107402,Transform WASH\n,"\n107402\nImplementing Mechanism Name:\nTransform WASH\nPrime Partner:\nTo be Determined - Unknown\nAward Number:\nTo be Determined\nImplementing Mechanism Type:\nDirect Contracts\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$1,500,000\nStart Date:\n11/02/2021\nEnd Date:\n11/02/2026\nTotal Estimated Cost:\n$18,805,018\n","\nThe Transform WASH (TW) activity, currently under design, will contribute to increased use and sustainable management of safe water and sanitation services among target populations. Using FY 2021 funds, the activity will strengthen policy implementation and institutional capacity to deliver WASH services; increase availability of water infrastructure in small towns and peri-urban areas; improve access to clean water and sanitation (particularly for women and girls who typically shoulder most household responsibilities including water collection and childcare); support access to finance and governance for private sector water providers; and accelerate the adoption and maintenance of key WASH behaviors. The TW activity is expected to test and scale-up innovative, consumer-responsive, affordable water and sanitation service delivery models. Additionally, it will improve the capacity of providers and communities to manage water services. The activity will also roll out innovative models for community water management that address payments, rehabilitation, and systems sustainability.\n \n \n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nHL.8.1 Safe Water Access\nDA\nICS 08/15/2018 2.1\nNot Applicable\n$500,000\n-\n$500,000\nHL.8.2 Basic Sanitation\nDA\nICS 08/15/2018 2.1\nNot Applicable\n$500,000\n-\n$500,000\nHL.8.3 Water and Sanitation Policy and Governance\nDA\nICS 08/15/2018 2.1\nNot Applicable\n$500,000\n-\n$500,000\nTOTAL\n$1,500,000\n-\n$1,500,000\n",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
107416,Community Radios Assistance for Greater Empowerment of Mozambicans (USAID’S CORAGEM)\n,"\n107416\nImplementing Mechanism Name:\nCommunity Radios Assistance for Greater Empowerment of Mozambicans (USAID’S CORAGEM)\nPrime Partner:\nTo be Determined –Not in SAM, Associaçao H2N\nAward Number:\n72065621CA00001\nImplementing Mechanism Type:\nDirect Grant/Cooperative Agreement\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$610,000\nStart Date:\n03/22/2021\nEnd Date:\n03/21/2026\nTotal Estimated Cost:\n$6,000,000\n","\nThe Community Radios Assistance for Greater Empowerment of Mozambicans (CORAGEM) activity is a five-year Cooperative Agreement intended to strengthen the capacity of 50 community radios (CRs), especially independent radio stations located in the provinces of Zambézia, Nampula, Niassa and Cabo-Delgado, to respond to rural citizens’ information needs and demand for greater accountability. Community radio stations play an important role in Mozambique’s information landscape, potentially reaching two-thirds of Mozambicans. Thus, using FY 2021 funding, this activity will specifically seek to improve the quality of community radio stations’ operations, programming, and increase their financial sustainability. Using a web-based information exchange portal to increase revenues, this activity aims to improve the journalistic skills of voluntary journalists and enhance their community engagement by strengthening linkages among citizens, the private sector, civil society, and local governments. Specific interventions will include: training CR journalists in basic and advanced journalistic skills; enhancing managers’ and decision-makers’ business and operation management skills; streamlining community radio operations; supporting development and implementation of business plans; marketing initiatives to increase revenues; and engaging local stakeholders to improve transparency and accountability in local communities. Additionally, the activity will address gender/Gender Based Violence (GBV) issues in the core journalism training programs and will establish a network of gender/GBV focal points at partner community radio stations, aiming to improve gender/GBV awareness, knowledge, journalistic techniques to address such issues, and increase the space and attention paid to gender/GBV in the media. Training sessions will capacitate the community radios to produce and disseminate quality content around decentralization, accountability and more.\n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nDR.5.1 Enabling Environment for Media and Free Flow of Information\nDA\nICS 08/15/2018 2.2\nNot Applicable\n$610,000\n-\n$610,000\nTOTAL\n$610,000\n-\n$610,000\n",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
107417,Local Governance Strengthening (USAID LOGOS) activity\n,"\n107417\nImplementing Mechanism Name:\nLocal Governance Strengthening (USAID LOGOS) activity\nPrime Partner:\nDAI Global, LLC\nAward Number:\n72065621D00001\nImplementing Mechanism Type:\nDirect Contracts\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$1,565,000\nStart Date:\n02/22/2021\nEnd Date:\n02/21/2026\nTotal Estimated Cost:\n$39,900,000\n","\nThe USAID Local Governance Strengthening (LOGOS) activity is an integrated, cross-sectoral, sub-national governance improvement effort designed to support the Government of the Republic of Mozambique (GRM) efforts to strengthen decentralized governance to improve delivery of public services at central, provincial, district and/or municipal levels, with a focus in Zambézia, Nampula, and Cabo Delgado provinces. LOGOS will conduct activities with all levels of the GRM, including support to central ministries responsible for coordination of sub-national units of government, as well as technical assistance to all principal types of sub-national government subject to coordination by the central government (provinces, districts, and municipalities). The purpose of LOGOS is to engage with participating subnational government entities to strengthen their effectiveness, transparency, and accountability, and to improve service delivery in health, education, and WASH sectors in targeted geographic areas. Using FY 2021 funding, LOGOS will engage with local government entities to improve public financial management and increase local revenue collection. Additionally, the activity will strengthen accountability mechanisms, such as inspection services, in an effort to reduce absenteeism among health care staff and primary school teachers. The activity will also address drug and medical supply leakage and poor access to safely managed drinking water and basic sanitation services. Furthermore, the activity will track reforms, to include the issuance of land titles, to improve the ease of doing business in local environments, in sub-national geographic focus areas.\n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nDR.2.3 Local Government and Decentralization\nDA\nICS 08/15/2018 1.1\nNot Applicable\n$640,000\n-\n$640,000\nHL.6.8 Cross-cutting Health Systems Strengthening\nGHP-USAID\nICS 08/15/2018 1.1\nNot Applicable\n$70,000\n-\n$70,000\nHL.7.4 Cross-cutting Health Systems Strengthening (FP/RH)\nGHP-USAID\nICS 08/15/2018 1.1\nNot Applicable\n$30,000\n-\n$30,000\nHL.8.1 Safe Water Access\nDA\nICS 08/15/2018 1.1\nNot Applicable\n$325,000\n-\n$325,000\nES.1.7 Education Systems\nDA\nICS 08/15/2018 1.1\nNot Applicable\n$500,000\n-\n$500,000\nTOTAL\n$1,565,000\n-\n$1,565,000\n",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
107468,TB STAR\n,"\n107468\nImplementing Mechanism Name:\nTB STAR\nPrime Partner:\nPUBLIC HEALTH INSTITUTE\nAward Number:\n7200AA18CA00001\nImplementing Mechanism Type:\nDirect Grant/Cooperative Agreement\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$183,000\nStart Date:\n09/15/2018\nEnd Date:\n08/31/2023\nTotal Estimated Cost:\n$2,500,000\n","\nCombating tuberculosis (TB) is a priority for the United States Government. Aligned with Government of Mozambique priorities and the global TB Accelerator Plan, USAID has adopted a new TB business model, which will leverage investments across multiple countries and sectors to end the TB epidemic, while building self-reliance to accelerate the progress toward the objectives and targets of the United Nations General Assembly High-Level Meeting on Ending TB. Using FY 2021 funding, USAID/Mozambique will buy into the centrally managed award, TB STAR, to expand a long-term technical assistance model, embedding technical advisors within the National Tuberculosis Program. These advisors will serve as key components of USAID's strategy to promote long term sustainability and capacity building in Mozambique, and the purposeful move toward increased ownership and accountability. The embedded Advisors will build the institutional capacity of Mozambique to run effective, state-of-the-art TB programs by assisting the government to remove bottlenecks in TB program implementation, improve coordination, and foster knowledge-sharing.\n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nHL.2.4 Programmatic Management of Multi Drug-Resistant TB (MDR-TB)\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$91,500\n-\n$91,500\nHL.2.8 Host Country Strategic Information Systems\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$91,500\n-\n$91,500\nTOTAL\n$183,000\n-\n$183,000\n",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
107470,G2G with DPS Nampula\n,"\n107470\nImplementing Mechanism Name:\nG2G with DPS Nampula\nPrime Partner:\nTo be Determined - Unknown\nAward Number:\nTo be Determined\nImplementing Mechanism Type:\nHost Government Managed\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$350,000\nStart Date:\n12/01/2021\nEnd Date:\n01/30/2024\nTotal Estimated Cost:\n$3,500,000\n","\nIn an effort to support Mozambique on its journey toward self-reliance, USAID/Mozambique is gradually expanding its support to local partners. This includes direct support to provincial governments, through Government-to-Government (G2Gs) agreements. The overall strategy is to shift to a model in which contractors provide more technical assistance to strengthen local capacity and to establish G2G agreements with provincial level departments of health to lead implementation. With FY 2021 funds, the Mission will establish a G2G instrument with the Nampula Provincial Health Services to support implementation of malaria entomological monitoring and routine surveillance activities. Nampula is Mozambique’s most populous province, with some of the worst health indicators in the country. According to the 2018 Malaria Indicator Survey data, 48% of children 6-59 months old had a malaria infection. The entomological monitoring activities will be implemented in three sites of Nampula Province. They will include support for assessment of malaria vector density, species composition, monitoring of the quality of IRS operations and insecticide decay rates. The routine surveillance activities will include support for the implementation of data-driven integrated supervision and for improving data use for decision-making.\n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nHL.3.9 Host Country Strategic Information Systems (Malaria)\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$350,000\n-\n$350,000\nTOTAL\n$350,000\n-\n$350,000\n",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
107471,USAID Advancing Nutrition\n,"\n107471\nImplementing Mechanism Name:\nUSAID Advancing Nutrition\nPrime Partner:\nJSI Research And Training Institute, INC.\nAward Number:\n7200AA18C00070\nImplementing Mechanism Type:\nDirect Grant/Cooperative Agreement\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$553,000\nStart Date:\n08/01/2019\nEnd Date:\n07/31/2022\nTotal Estimated Cost:\n$4,500,000\n","\nUSAID Advancing Nutrition (UAN) provides technical assistance (TA) to ADPP, the Mission’s local partner implementing Transform Nutrition (TN), the Mission’s flagship Nutrition project in Nampula Province. UAN also works with the Government of Mozambique (GRM) to (1) strengthen the human resource capacity of the Ministry of Health to plan and manage nutrition programming and (2) improve multi-sectoral nutrition planning, programming, and evaluation.In a move toward self-reliance, the Mission chose a local organization to lead the flagship nutrition activity. Realizing that technical and organizational capacity may be limited among Mozambican organizations, the Mission built in technical support for the first two-to-three years of the bilateral project. With FY 2021 funds, UAN will provide TA to ADPP in: social behavior change and gender programming; sanitation and hygiene programming; multisectoral nutrition programming; monitoring, evaluation, and learning; and integration of Early Childhood development topics into TN’s programming.Using FY 2021 funding, UAN will strengthen the human resource capacity at national and Nampula province levels by building capacity to provide supportive supervision for health facility level staff that provide nutrition services. The activity will also strengthen pre- and in-service training for this nutrition cadre.This project will also work with the GRM and community stakeholders to build skills and competencies to effectively implement multi-sectoral coordination activities, resulting in improved nutrition of pregnant and lactating women and children under age two. Currently, intersectoral food security and nutrition efforts are poorly coordinated, and a major focus will be strengthening newly established Food Security and Nutrition Councils in charge of these efforts at provincial and district levels. UAN is expected to transition most of its interventions to TN by the end of FY 2022.\n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nHL.9.3 Nutrition Enabling Environment and Capacity\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$553,000\n-\n$553,000\nTOTAL\n$553,000\n-\n$553,000\n",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
107474,Global Health Supply Chain Procurement and Supply Management Project (GHSC-PSM) TO3 TA\n,"\n107474\nImplementing Mechanism Name:\nGlobal Health Supply Chain Procurement and Supply Management Project (GHSC-PSM) TO3 TA\nPrime Partner:\nChemonics International, Inc.\nAward Number:\nOAA-TO-15-00010\nImplementing Mechanism Type:\nDirect Contracts\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$1,650,000\nStart Date:\n04/20/2015\nEnd Date:\n11/28/2023\nTotal Estimated Cost:\n$20,000,000\n","\nThe Global Health Supply Chain Procurement and Supply Management Project (GHSC-PSM) increases the availability of essential health supplies by strengthening supply chains and commodities procurement, and by creating supportive environments for commodity security. The activity supports research, assessments, analyses, procurement of commodities, and capacity building to ensure that Mozambique’s supply chain can meet the basic health commodity requirements of public health programs. Activities include product selection, forecasting, financing, supply plans, procurement, distribution, inventory management, storage, logistics management information systems, and disposal.FY 2021 funding will focus on end-to-end supply chain strengthening, addressing key bottlenecks, forecasting support and quarterly update of supply plans, financial gap analysis, process support acquisition, infrastructure, management information system and transportation. Using Central Contraceptive Procurement funds, GHSC-PSM will procure and deliver commodities for family planning and reproductive health, including injectables, implants, intrauterine devices, and oral contraceptives, to the country's Central Medical Supplies Store for national distribution.\n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nHL.2.2 Improved TB Drug Management\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$50,000\n-\n$50,000\nHL.7.6 Procurement and Supply Chain (FP/RH)\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$1,600,000\n-\n$1,600,000\nTOTAL\n$1,650,000\n-\n$1,650,000\n",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
107506,MOMENTUM Routine Immunization Transformation and Equity (M-RITE)\n,"\n107506\nImplementing Mechanism Name:\nMOMENTUM Routine Immunization Transformation and Equity (M-RITE)\nPrime Partner:\nJSI Research And Training Institute, INC.\nAward Number:\n7200AA20CA00017\nImplementing Mechanism Type:\nDirect Grant/Cooperative Agreement\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$1,750,000\nStart Date:\n12/02/2020\nEnd Date:\n12/01/2023\nTotal Estimated Cost:\n$7,500,000\n","\nImmunization coverage in Mozambique has experienced recent stagnation. Additionally, a series of recent natural disasters has increased vulnerabilities to vaccine-preventable diseases, including vaccine-derived poliovirus and measles. The MOMENTUM Routine Immunization Transformation and Equity (M-RITE) mechanism’s main goal is to sustainably strengthen routine immunization programs in Nampula and Zambézia provinces to 1) overcome the entrenched obstacles contributing to stagnating and declining immunization rates; 2) address the barriers to reaching zero-dose and under-immunized children with lifesaving vaccines and other health services; and 3) apply best practices co-creating innovations to provide quality and equitable immunization services. With FY 2021 funds, M-RITE will provide targeted technical assistance to the Expanded Program in Immunization (EPI) by strengthening coordination and planning processes; increasing demand, delivery, and overall uptake of routine immunization services; promoting the generation and use of quality data; informing policies; and supporting introduction of new vaccines. M-RITE will complement, and will collaborate, and coordinate with other USAID-supported mechanisms to ensure effectiveness of USAID support to Maternal and Child Health and Family Planning programs in Mozambique. M-RITE will also partner with local organizations, government institutions and communities to close equity gaps in immunization services, and improve service experience and immunization outcomes. Specific technical assistance will include support to Reaching Every District/Reaching Every Community/Reaching Every Child (RED/REC) strategies, improvement of disease surveillance, and leadership and management of the EPI at all levels.\n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nHL.6.4 Immunization\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$1,750,000\n-\n$1,750,000\nTOTAL\n$1,750,000\n-\n$1,750,000\n",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
107511,Global Health Supply Chain Procurement and Supply Management Project (GHSC/PSM)  Task Order 2\n,"\n107511\nImplementing Mechanism Name:\nGlobal Health Supply Chain Procurement and Supply Management Project (GHSC/PSM)  Task Order 2\nPrime Partner:\nChemonics International, Inc.\nAward Number:\nAID-OAA-I-15-0004\nImplementing Mechanism Type:\nDirect Contracts\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$13,390,000\nStart Date:\n04/01/2016\nEnd Date:\n11/28/2023\nTotal Estimated Cost:\n$73,591,196\n","\nThe Global Health Supply Chain Procurement and Supply Management Project (GHSC/PSM) Task Order 2 increases the availability of essential health supplies by strengthening supply chains, commodity procurement, and creating more supportive environments for commodity security. The activity supports research, assessments, analyses, procurement of commodities, and capacity building to ensure that Mozambique’s supply chain is able to meet the basic health commodity requirements of its public health programs. Activities include product selection, forecasting, financing, supply plans, procurement, distribution, inventory management, storage, logistics management, information systems, and disposal of medical waste. FY 2021 funds will support malaria forecasting, procurement, warehousing, and distribution of key malaria commodities, including commodities for diagnosis, prevention, and treatment of malaria. Activities will include coordination of importation, clearance, and delivery of commodities, supporting implementation and preparing transition of the malaria kitting distribution operation to a local entity, transport of malaria kits to subcontracted third-party logisticians, preparation of transition to subcontracted fourth party logistics providers for all transport, and development of a quarterly Malaria Service Delivery Point (SDP) report. GHSC/PSM will also provide technical assistance for the improvement of service delivery of key malaria case management interventions, including laboratory quality assurance. This activity will coordinate with other provincially focused activities in areas such as supervision, monitoring and performance improvement of case management services in target provinces.\n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nHL.3.1 Diagnosis and Treatment with Artemisinin-Based Combination Therapies\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$13,390,000\n-\n$13,390,000\nTOTAL\n$13,390,000\n-\n$13,390,000\n",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
107516,Commodities for Health: Ensuring Guaranteed Access and Reliability (CHEGAR)\n,"\n107516\nImplementing Mechanism Name:\nCommodities for Health: Ensuring Guaranteed Access and Reliability (CHEGAR)\nPrime Partner:\nBOLLORE TRANSPORT & LOGISTICS MOCAMBIQUE, S.A\nAward Number:\n72065621C00001\nImplementing Mechanism Type:\nDirect Contracts\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$1,000,000\nStart Date:\n01/06/2021\nEnd Date:\n01/05/2026\nTotal Estimated Cost:\n$23,432,430\n","\nCommodities for Health: Ensuring Guaranteed Access and Reliability (CHEGAR) aims to improve the availability of medical commodities in clinics and hospitals, including those in the remote and rural areas, where populations are most under-served and at risk for poor health outcomes. CHEGAR aims to do this by establishing an effective and efficient transportation system for medical commodities in all provinces. The activity will deliver commodities to an estimated 1600 sites across Mozambique. To improve commodity availability and strengthen the supply chain, with FY 2021 funding, Maternal and Child Health (MCH), Nutrition, PMI/Malaria, and Family Planning (FP) funds will support last mile distribution from provincial level down to service delivery points. PMI support will leverage broader, cross-element USAID investments in last mile distribution. For FP, MCH, nutrition, and malaria, funds will support the distribution of a range of contraceptives and essential MCH, nutrition, and malaria commodities. CHEGAR focuses on addressing the last mile of the public health supply chain, where challenges are most acute and current systems and support structures are insufficient. This activity will bring a specialized technical and functional focus to a fragmented supply chain challenged by inadequate infrastructure, human resources, accountability, and information systems. CHEGAR will both build the capacity of the private sector to respond to government needs and build government capacity to manage contracts with the private sector to effectively outsource transportation services for the distribution of medicines and supplies. In this way, two key pillars of self-reliance will be addressed through one project. CHEGAR was designed with the intention of transitioning management of this work to the government. The current Last Mile Supply Chain activity will provide support and oversight to the implementation of this mechanism.\n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nHL.3.7 Cross-cutting Health Systems Strengthening (Malaria)\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$400,000\n-\n$400,000\nHL.6.8 Cross-cutting Health Systems Strengthening\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$250,000\n-\n$250,000\nHL.7.4 Cross-cutting Health Systems Strengthening (FP/RH)\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$350,000\n-\n$350,000\nTOTAL\n$1,000,000\n-\n$1,000,000\n",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
107585,G2G with DPS Zambézia\n,"\n107585\nImplementing Mechanism Name:\nG2G with DPS Zambézia\nPrime Partner:\nTo be Determined - Unknown\nAward Number:\nTo be Determined\nImplementing Mechanism Type:\nHost Government Managed\nSource Agency:\nU.S. Agency for International Development\nImplementing Agency:\nU.S. Agency for International Development\nPlanned Funding:\n$2,150,000\nStart Date:\n12/01/2021\nEnd Date:\n11/30/2023\nTotal Estimated Cost:\n$3,700,000\n","\nIn an effort to support Mozambique on its journey toward self-reliance, USAID/Mozambique is gradually expanding its support to local partners. This includes direct support to provincial governments, through Government-to-Government (G2Gs) agreements. The overall strategy is to shift to a model in which contractors provide more technical assistance to strengthen local capacity and to establish G2G agreements with provincial level departments of health to lead implementation. With FY 2021 funds, the Mission will establish a G2G instrument with the Zambézia Provincial Health Services to support implementation of the following malaria interventions: entomological monitoring, indoor residual spraying, and routine surveillance. Zambézia is Mozambique’s second most populous province with some of the worst health indicators in the country. According to the 2018 Malaria Indicator Survey data, 44% of children 6-59 months old had a malaria infection. The entomological monitoring activities will be implemented in five districts and will include an assessment of malaria vector density, species composition, monitoring of the quality of IRS operations and insecticide decay rates. The indoor residual spraying activities will cover approximately 350,000 structures in five districts. These funds will cover the subsidies for spray operators, team leaders, district and provincial staff, spray operator breakfasts and vehicle hire. Finally, the routine surveillance activities will include support for the implementation of data-driven integrated supervision and for improving data use for decision-making.\n \n","\nSPSD\nAccount\nMO\nProgram\nDirect Funding\nPO  Total\nTotal Funding\nHL.3.3 Indoor Residual Spraying (IRS) to Prevent Malaria\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$1,800,000\n-\n$1,800,000\nHL.3.9 Host Country Strategic Information Systems (Malaria)\nGHP-USAID\nICS 08/15/2018 3.2\nNot Applicable\n$350,000\n-\n$350,000\nTOTAL\n$2,150,000\n-\n$2,150,000\n",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
